EmployeeId,FirstName,LastName,Email,HomeBranchId,Department,JobTitle,EmploymentDate,IsActive
1037,Nokuthula,Mkhize,nokuthula.mkhize1037@example.com,1,Finance,Finance Officer,2025-05-06,True
1038,Keitumetse,Mofokeng,keitumetse.mofokeng1038@example.com,1,Finance,Accountant,2018-08-04,True
1039,Refilwe,Ndlovu,refilwe.ndlovu1039@example.com,1,Finance,Accountant,2024-02-04,True
1040,Tshepo,Mokoena,tshepo.mokoena1040@example.com,1,Sales,Business Development Officer,2020-05-11,True
1041,Nomsa,Maseko,nomsa.maseko1041@example.com,1,Finance,Accountant,2023-08-24,True
1042,Tebogo,Radebe,tebogo.radebe1042@example.com,1,Customer Service,Team Leader,2021-12-19,True
1043,Tebogo,Motsoeneng,tebogo.motsoeneng1043@example.com,1,Operations,Operations Officer,2019-03-08,True
1044,Ayanda,Modise,ayanda.modise1044@example.com,1,Finance,Financial Analyst,2020-08-18,True
1045,Nokuthula,Modise,nokuthula.modise1045@example.com,1,Operations,Operations Analyst,2018-06-12,True
1046,Lethabo,Molefe,lethabo.molefe1046@example.com,1,Operations,Operations Officer,2025-08-27,True
1047,Andile,Molefe,andile.molefe1047@example.com,1,HR,HR Officer,2020-09-24,True
1048,Sipho,Mhlongo,sipho.mhlongo1048@example.com,1,IT,Business Analyst,2022-09-23,True
1049,Neo,Molefe,neo.molefe1049@example.com,1,HR,Learning Coordinator,2020-09-11,True
1050,Lwazi,Motaung,lwazi.motaung1050@example.com,1,Operations,Operations Analyst,2023-12-04,True
1051,Lethabo,Mokoena,lethabo.mokoena1051@example.com,1,Sales,Business Development Officer,2022-08-13,True
1052,Nokuthula,Msimang,nokuthula.msimang1052@example.com,1,Customer Service,Support Agent,2020-12-07,True
1053,Keitumetse,Sithole,keitumetse.sithole1053@example.com,1,IT,Business Analyst,2020-10-03,True
1054,Mpho,Msimang,mpho.msimang1054@example.com,1,Operations,Operations Analyst,2022-04-10,True
1055,Nandi,Mokoena,nandi.mokoena1055@example.com,1,IT,Software Developer,2020-12-17,True
1056,Amahle,Ndlovu,amahle.ndlovu1056@example.com,1,Customer Service,Customer Service Agent,2022-07-21,True
1057,Katlego,Mokoena,katlego.mokoena1057@example.com,1,HR,Learning Coordinator,2021-11-08,True
1058,Katlego,Mabena,katlego.mabena1058@example.com,1,Operations,Coordinator,2019-12-21,True
1059,Neo,Mokoena,neo.mokoena1059@example.com,1,Customer Service,Customer Success Officer,2023-12-22,True
1060,Tebogo,Nkosi,tebogo.nkosi1060@example.com,1,Customer Service,Team Leader,2021-01-10,True
1061,Andile,Mabaso,andile.mabaso1061@example.com,1,Operations,Team Leader,2022-10-31,True
1062,Lesedi,Mokoena,lesedi.mokoena1062@example.com,1,Finance,Accountant,2024-11-15,True
1063,Zanele,Sithole,zanele.sithole1063@example.com,1,Sales,Business Development Officer,2019-07-23,True
1064,Boitumelo,Mabunda,boitumelo.mabunda1064@example.com,1,HR,HR Officer,2025-01-17,True
1065,Kagiso,Mabaso,kagiso.mabaso1065@example.com,1,Finance,Accountant,2025-09-04,True
1066,Boitumelo,Molepo,boitumelo.molepo1066@example.com,1,Operations,Team Leader,2019-04-16,True
1067,Zanele,Mabena,zanele.mabena1067@example.com,1,Finance,Financial Analyst,2022-03-22,True
1068,Lethabo,Motaung,lethabo.motaung1068@example.com,1,Finance,Financial Analyst,2026-03-02,True
1069,Katlego,Mahlangu,katlego.mahlangu1069@example.com,1,HR,Learning Coordinator,2018-10-28,True
1070,Karabo,Motaung,karabo.motaung1070@example.com,1,Operations,Operations Officer,2019-07-16,True
1071,Lesedi,Motsoeneng,lesedi.motsoeneng1071@example.com,1,HR,Learning Coordinator,2024-03-14,True
1072,Siyabonga,Radebe,siyabonga.radebe1072@example.com,1,Operations,Coordinator,2021-11-20,True
1073,Lethabo,Modise,lethabo.modise1073@example.com,1,Finance,Financial Analyst,2021-02-25,True
1074,Mpho,Mhlongo,mpho.mhlongo1074@example.com,1,Sales,Sales Consultant,2019-06-12,True
1075,Keitumetse,Mahlangu,keitumetse.mahlangu1075@example.com,1,Sales,Sales Consultant,2018-08-29,True
1076,Anele,Masango,anele.masango1076@example.com,1,Finance,Financial Analyst,2021-03-17,True
1077,Anele,Ndlovu,anele.ndlovu1077@example.com,1,Operations,Operations Officer,2024-02-03,True
1078,Keitumetse,Mabunda,keitumetse.mabunda1078@example.com,1,HR,Learning Coordinator,2021-12-22,True
1079,Tebogo,Mokoena,tebogo.mokoena1079@example.com,1,Customer Service,Customer Service Agent,2024-07-16,True
1080,Nandi,Mkhize,nandi.mkhize1080@example.com,1,Sales,Business Development Officer,2023-03-01,True
1081,Tumelo,Mhlongo,tumelo.mhlongo1081@example.com,1,Sales,Account Executive,2022-07-24,True
1082,Nomsa,Molefe,nomsa.molefe1082@example.com,1,Operations,Team Leader,2025-11-14,True
1083,Kagiso,Maseko,kagiso.maseko1083@example.com,1,IT,Support Technician,2024-03-16,True
1084,Neo,Ndlovu,neo.ndlovu1084@example.com,1,Operations,Team Leader,2023-06-14,True
1085,Nokuthula,Mhlongo,nokuthula.mhlongo1085@example.com,1,Finance,Accountant,2021-01-03,True
1086,Lwazi,Modise,lwazi.modise1086@example.com,1,Sales,Business Development Officer,2026-02-17,True
1087,Lethabo,Mhlongo,lethabo.mhlongo1087@example.com,1,HR,Learning Coordinator,2020-09-25,True
1088,Kagiso,Mokoena,kagiso.mokoena1088@example.com,1,HR,HR Officer,2018-06-04,True
1089,Nandi,Molefe,nandi.molefe1089@example.com,1,IT,Systems Administrator,2021-01-15,True
1090,Naledi,Msimang,naledi.msimang1090@example.com,1,Finance,Financial Analyst,2020-03-19,True
1091,Zanele,Mabunda,zanele.mabunda1091@example.com,1,HR,Talent Specialist,2024-08-28,True
1092,Katlego,Mabaso,katlego.mabaso1092@example.com,1,HR,HR Officer,2018-08-21,True
1093,Nomsa,Mabena,nomsa.mabena1093@example.com,1,Finance,Accountant,2019-05-29,True
1094,Lerato,Zulu,lerato.zulu1094@example.com,1,Sales,Account Executive,2023-04-06,True
1095,Lethabo,Mokoena,lethabo.mokoena1095@example.com,1,IT,Support Technician,2018-02-17,True
1096,Neo,Radebe,neo.radebe1096@example.com,1,IT,Software Developer,2020-11-12,True
1097,Tebogo,Mofokeng,tebogo.mofokeng1097@example.com,1,Finance,Payroll Administrator,2022-07-15,True
1098,Tebogo,Nkosi,tebogo.nkosi1098@example.com,1,Operations,Coordinator,2022-05-26,True
1099,Sibusiso,Mabunda,sibusiso.mabunda1099@example.com,1,IT,Systems Administrator,2024-07-05,True
1100,Tumelo,Mabunda,tumelo.mabunda1100@example.com,1,Finance,Finance Officer,2019-09-22,True
1101,Karabo,Molepo,karabo.molepo1101@example.com,1,Sales,Business Development Officer,2021-05-11,True
1102,Katlego,Zulu,katlego.zulu1102@example.com,1,Sales,Business Development Officer,2020-06-26,True
1103,Katlego,Mofokeng,katlego.mofokeng1103@example.com,1,Finance,Financial Analyst,2019-01-08,True
1104,Neo,Mthembu,neo.mthembu1104@example.com,1,HR,HR Administrator,2019-08-18,True
1105,Zanele,Mahlangu,zanele.mahlangu1105@example.com,1,Operations,Coordinator,2020-09-09,True
1106,Keitumetse,Masango,keitumetse.masango1106@example.com,1,Sales,Sales Administrator,2018-02-10,True
1107,Sipho,Molepo,sipho.molepo1107@example.com,1,Operations,Operations Officer,2024-02-10,True
1108,Amahle,Mabaso,amahle.mabaso1108@example.com,1,HR,HR Administrator,2020-02-22,True
1109,Siyabonga,Khumalo,siyabonga.khumalo1109@example.com,1,Customer Service,Customer Success Officer,2022-09-13,True
1110,Neo,Dlamini,neo.dlamini1110@example.com,1,Customer Service,Customer Service Agent,2018-04-17,True
1111,Refilwe,Mthethwa,refilwe.mthethwa1111@example.com,1,Operations,Operations Analyst,2023-11-18,True
1112,Siyabonga,Mhlongo,siyabonga.mhlongo1112@example.com,1,Customer Service,Team Leader,2020-04-27,True
1113,Tumelo,Mthembu,tumelo.mthembu1113@example.com,1,Operations,Coordinator,2025-01-11,True
1114,Amahle,Mabunda,amahle.mabunda1114@example.com,1,IT,Business Analyst,2019-11-18,True
1115,Bongani,Dlamini,bongani.dlamini1115@example.com,1,HR,HR Administrator,2019-04-18,True
1116,Sipho,Radebe,sipho.radebe1116@example.com,1,Operations,Team Leader,2025-05-31,True
1117,Lwazi,Dlamini,lwazi.dlamini1117@example.com,1,Customer Service,Customer Success Officer,2023-10-07,True
1118,Nokuthula,Maseko,nokuthula.maseko1118@example.com,1,Finance,Finance Officer,2023-04-13,True
1119,Lerato,Motsoeneng,lerato.motsoeneng1119@example.com,1,Operations,Operations Officer,2022-09-10,True
1120,Nomsa,Khumalo,nomsa.khumalo1120@example.com,1,HR,HR Officer,2023-06-28,True
1121,Anele,Nkosi,anele.nkosi1121@example.com,1,Operations,Team Leader,2023-09-07,True
1122,Tebogo,Maseko,tebogo.maseko1122@example.com,1,Sales,Business Development Officer,2025-12-03,True
1123,Kagiso,Molefe,kagiso.molefe1123@example.com,1,Operations,Operations Officer,2022-05-06,True
1124,Tebogo,Khumalo,tebogo.khumalo1124@example.com,1,Finance,Payroll Administrator,2019-06-24,False
1125,Naledi,Mkhize,naledi.mkhize1125@example.com,1,Sales,Sales Consultant,2025-09-18,True
1126,Andile,Mabaso,andile.mabaso1126@example.com,1,Sales,Business Development Officer,2020-08-04,True
1127,Lesedi,Khumalo,lesedi.khumalo1127@example.com,1,Operations,Operations Analyst,2025-12-01,True
1128,Palesa,Mahlangu,palesa.mahlangu1128@example.com,1,Operations,Coordinator,2024-02-06,True
1129,Nandi,Motsoeneng,nandi.motsoeneng1129@example.com,1,IT,Business Analyst,2024-11-29,False
1130,Refilwe,Radebe,refilwe.radebe1130@example.com,1,Finance,Accountant,2024-12-07,True
1131,Nandi,Khumalo,nandi.khumalo1131@example.com,1,Customer Service,Support Agent,2024-04-21,True
1132,Sibusiso,Motaung,sibusiso.motaung1132@example.com,1,IT,Software Developer,2019-11-23,True
1133,Naledi,Khumalo,naledi.khumalo1133@example.com,1,Sales,Business Development Officer,2022-06-03,True
1134,Thabo,Mthembu,thabo.mthembu1134@example.com,1,Sales,Sales Consultant,2023-03-09,True
1135,Katlego,Molefe,katlego.molefe1135@example.com,1,Operations,Coordinator,2022-12-23,True
1136,Sipho,Zulu,sipho.zulu1136@example.com,1,Finance,Financial Analyst,2022-02-25,True
1137,Lerato,Molefe,lerato.molefe1137@example.com,1,Customer Service,Support Agent,2019-09-25,True
1138,Lethabo,Maseko,lethabo.maseko1138@example.com,1,Sales,Business Development Officer,2019-03-13,True
1139,Tshepo,Maseko,tshepo.maseko1139@example.com,1,Operations,Operations Analyst,2018-12-29,True
1140,Ayanda,Mhlongo,ayanda.mhlongo1140@example.com,1,Sales,Business Development Officer,2025-11-22,False
1141,Lerato,Mabena,lerato.mabena1141@example.com,1,Sales,Business Development Officer,2025-11-06,True
1142,Katlego,Ndlovu,katlego.ndlovu1142@example.com,1,Sales,Sales Consultant,2025-03-17,True
1143,Keitumetse,Mofokeng,keitumetse.mofokeng1143@example.com,1,Customer Service,Customer Success Officer,2023-02-17,True
1144,Thabo,Nkosi,thabo.nkosi1144@example.com,1,Sales,Sales Consultant,2024-01-14,True
1145,Tumelo,Motaung,tumelo.motaung1145@example.com,1,Sales,Sales Consultant,2023-06-01,True
1146,Keitumetse,Modise,keitumetse.modise1146@example.com,1,Customer Service,Customer Success Officer,2018-04-14,True
1147,Lerato,Mokoena,lerato.mokoena1147@example.com,1,Finance,Accountant,2025-12-24,True
1148,Naledi,Mahlangu,naledi.mahlangu1148@example.com,1,Sales,Sales Administrator,2018-01-24,True
1149,Lethabo,Mkhwanazi,lethabo.mkhwanazi1149@example.com,1,Customer Service,Customer Success Officer,2023-07-15,True
1150,Siyabonga,Nkosi,siyabonga.nkosi1150@example.com,1,Finance,Financial Analyst,2021-10-26,True
1151,Anele,Zulu,anele.zulu1151@example.com,1,Finance,Payroll Administrator,2019-09-08,True
1152,Andile,Mabaso,andile.mabaso1152@example.com,1,Operations,Operations Analyst,2022-01-19,True
1153,Bongani,Sithole,bongani.sithole1153@example.com,1,Customer Service,Customer Service Agent,2022-01-01,True
1154,Refilwe,Mabaso,refilwe.mabaso1154@example.com,1,HR,HR Administrator,2022-01-12,True
1155,Amahle,Motsoeneng,amahle.motsoeneng1155@example.com,1,Finance,Payroll Administrator,2018-08-23,True
1156,Lwazi,Zulu,lwazi.zulu1156@example.com,1,Finance,Financial Analyst,2024-03-31,True
1157,Keitumetse,Khumalo,keitumetse.khumalo1157@example.com,1,Operations,Operations Analyst,2025-04-08,True
1158,Lesedi,Mokoena,lesedi.mokoena1158@example.com,1,Operations,Operations Officer,2022-03-15,True
1159,Bongani,Molefe,bongani.molefe1159@example.com,1,IT,Systems Administrator,2023-12-22,False
1160,Ayanda,Mabaso,ayanda.mabaso1160@example.com,1,IT,Support Technician,2019-08-29,True
1161,Lesedi,Molefe,lesedi.molefe1161@example.com,1,Sales,Sales Administrator,2025-09-07,True
1162,Tshepo,Mokoena,tshepo.mokoena1162@example.com,1,Sales,Sales Administrator,2021-02-21,True
1163,Mpho,Molefe,mpho.molefe1163@example.com,1,Operations,Operations Officer,2024-07-13,True
1164,Andile,Mokoena,andile.mokoena1164@example.com,1,Sales,Business Development Officer,2018-04-09,True
1165,Bongani,Mkhwanazi,bongani.mkhwanazi1165@example.com,1,Finance,Accountant,2024-03-24,True
1166,Naledi,Motsoeneng,naledi.motsoeneng1166@example.com,1,IT,Software Developer,2024-02-20,True
1167,Nokuthula,Khumalo,nokuthula.khumalo1167@example.com,1,IT,Systems Administrator,2024-04-13,False
1168,Bongani,Msimang,bongani.msimang1168@example.com,1,IT,Business Analyst,2023-11-13,True
1169,Tumelo,Masango,tumelo.masango1169@example.com,1,IT,Systems Administrator,2024-02-17,True
1170,Anele,Mhlongo,anele.mhlongo1170@example.com,1,HR,HR Administrator,2024-04-21,True
1171,Lethabo,Mabunda,lethabo.mabunda1171@example.com,1,Sales,Business Development Officer,2024-06-12,True
1172,Katlego,Molefe,katlego.molefe1172@example.com,1,Finance,Financial Analyst,2021-01-02,True
1173,Lesedi,Motsoeneng,lesedi.motsoeneng1173@example.com,1,HR,HR Administrator,2020-09-14,True
1174,Zanele,Dlamini,zanele.dlamini1174@example.com,1,Sales,Sales Consultant,2018-08-19,False
1175,Lerato,Mkhwanazi,lerato.mkhwanazi1175@example.com,1,Finance,Finance Officer,2021-12-17,True
1176,Lerato,Mabena,lerato.mabena1176@example.com,1,Operations,Operations Officer,2019-08-28,True
1177,Lerato,Mthethwa,lerato.mthethwa1177@example.com,1,Sales,Business Development Officer,2020-09-23,True
1178,Refilwe,Motsoeneng,refilwe.motsoeneng1178@example.com,1,HR,Talent Specialist,2018-12-12,True
1179,Karabo,Mokoena,karabo.mokoena1179@example.com,1,IT,Systems Administrator,2018-10-29,True
1180,Lesedi,Molefe,lesedi.molefe1180@example.com,1,Customer Service,Customer Success Officer,2025-12-24,True
1181,Amahle,Mhlongo,amahle.mhlongo1181@example.com,1,Finance,Financial Analyst,2021-10-01,True
1182,Ayanda,Mofokeng,ayanda.mofokeng1182@example.com,1,Finance,Finance Officer,2025-07-30,True
1183,Anele,Mabena,anele.mabena1183@example.com,1,Sales,Business Development Officer,2022-07-06,True
1184,Refilwe,Ndlovu,refilwe.ndlovu1184@example.com,1,Customer Service,Customer Success Officer,2019-10-16,True
1185,Sipho,Maseko,sipho.maseko1185@example.com,1,Finance,Payroll Administrator,2020-08-11,True
1186,Lesedi,Ndlovu,lesedi.ndlovu1186@example.com,1,IT,Business Analyst,2025-10-18,True
1187,Refilwe,Msimang,refilwe.msimang1187@example.com,1,Finance,Finance Officer,2020-08-17,True
1188,Andile,Mabena,andile.mabena1188@example.com,1,Sales,Sales Consultant,2025-09-25,True
1189,Katlego,Motaung,katlego.motaung1189@example.com,1,HR,Learning Coordinator,2020-09-10,True
1190,Sipho,Mabaso,sipho.mabaso1190@example.com,1,HR,Talent Specialist,2023-12-20,True
1191,Nomsa,Mkhize,nomsa.mkhize1191@example.com,1,Customer Service,Customer Success Officer,2025-08-24,False
1192,Lethabo,Mabunda,lethabo.mabunda1192@example.com,1,Customer Service,Team Leader,2019-10-12,True
1193,Nomsa,Masango,nomsa.masango1193@example.com,1,Sales,Account Executive,2024-03-08,True
1194,Thabo,Maseko,thabo.maseko1194@example.com,1,Finance,Payroll Administrator,2024-08-09,True
1195,Kagiso,Ndlovu,kagiso.ndlovu1195@example.com,1,Operations,Operations Analyst,2024-11-23,True
1196,Katlego,Mthethwa,katlego.mthethwa1196@example.com,1,IT,Systems Administrator,2018-06-02,True
1197,Nomsa,Mabena,nomsa.mabena1197@example.com,1,Operations,Team Leader,2026-01-10,True
1198,Anele,Motsoeneng,anele.motsoeneng1198@example.com,1,Operations,Coordinator,2025-12-01,True
1199,Zanele,Dlamini,zanele.dlamini1199@example.com,1,Customer Service,Support Agent,2021-09-13,True
1200,Katlego,Mahlangu,katlego.mahlangu1200@example.com,1,IT,Support Technician,2020-09-13,True
1201,Tumelo,Mabunda,tumelo.mabunda1201@example.com,1,IT,Systems Administrator,2022-03-07,True
1202,Boitumelo,Molefe,boitumelo.molefe1202@example.com,1,Sales,Sales Consultant,2018-04-19,True
1203,Lerato,Msimang,lerato.msimang1203@example.com,1,IT,Business Analyst,2022-02-19,True
1204,Lwazi,Mahlangu,lwazi.mahlangu1204@example.com,1,IT,Business Analyst,2021-04-14,True
1205,Lerato,Mthethwa,lerato.mthethwa1205@example.com,1,HR,HR Administrator,2019-07-12,True
1206,Zanele,Mkhize,zanele.mkhize1206@example.com,1,IT,Systems Administrator,2022-10-04,True
1207,Palesa,Sithole,palesa.sithole1207@example.com,1,Finance,Payroll Administrator,2022-05-11,True
1208,Amahle,Modise,amahle.modise1208@example.com,1,HR,HR Administrator,2019-02-06,False
1209,Refilwe,Mokoena,refilwe.mokoena1209@example.com,1,IT,Systems Administrator,2020-04-26,True
1210,Nokuthula,Molepo,nokuthula.molepo1210@example.com,1,Customer Service,Team Leader,2020-06-22,True
1211,Amahle,Mkhize,amahle.mkhize1211@example.com,1,HR,HR Officer,2022-05-31,True
1212,Nomsa,Mabaso,nomsa.mabaso1212@example.com,1,Operations,Team Leader,2020-02-03,True
1213,Sibusiso,Mabaso,sibusiso.mabaso1213@example.com,1,Sales,Business Development Officer,2024-05-22,True
1214,Tumelo,Mabunda,tumelo.mabunda1214@example.com,1,Operations,Operations Officer,2021-05-27,True
1215,Tumelo,Msimang,tumelo.msimang1215@example.com,1,IT,Software Developer,2019-03-11,True
1216,Katlego,Dlamini,katlego.dlamini1216@example.com,1,HR,HR Officer,2020-05-22,True
1217,Karabo,Motaung,karabo.motaung1217@example.com,1,Sales,Business Development Officer,2020-12-06,True
1218,Naledi,Mkhwanazi,naledi.mkhwanazi1218@example.com,1,Sales,Business Development Officer,2025-01-27,True
1219,Lethabo,Modise,lethabo.modise1219@example.com,1,IT,Business Analyst,2023-01-04,True
1220,Tshepo,Motsoeneng,tshepo.motsoeneng1220@example.com,1,Finance,Accountant,2018-05-14,True
1221,Katlego,Maseko,katlego.maseko1221@example.com,1,Operations,Operations Analyst,2025-10-31,True
1222,Anele,Modise,anele.modise1222@example.com,1,Operations,Operations Officer,2019-01-29,True
1223,Zanele,Ndlovu,zanele.ndlovu1223@example.com,1,Customer Service,Customer Success Officer,2022-09-21,True
1224,Andile,Molefe,andile.molefe1224@example.com,1,Customer Service,Team Leader,2021-09-22,True
1225,Zanele,Molefe,zanele.molefe1225@example.com,1,HR,HR Officer,2020-06-15,True
1226,Keitumetse,Mokoena,keitumetse.mokoena1226@example.com,1,Customer Service,Support Agent,2024-08-17,True
1227,Thabo,Mokoena,thabo.mokoena1227@example.com,1,IT,Business Analyst,2020-04-11,True
1228,Ayanda,Mokoena,ayanda.mokoena1228@example.com,1,IT,Systems Administrator,2018-10-10,True
1229,Anele,Mokoena,anele.mokoena1229@example.com,1,Operations,Team Leader,2018-03-13,True
1230,Nokuthula,Masango,nokuthula.masango1230@example.com,1,Sales,Sales Consultant,2018-11-06,True
1231,Lerato,Nkosi,lerato.nkosi1231@example.com,1,IT,Software Developer,2021-07-20,True
1232,Refilwe,Mkhwanazi,refilwe.mkhwanazi1232@example.com,1,Sales,Business Development Officer,2024-10-17,True
1233,Refilwe,Mkhwanazi,refilwe.mkhwanazi1233@example.com,1,Sales,Business Development Officer,2019-10-15,True
1234,Naledi,Mokoena,naledi.mokoena1234@example.com,1,Operations,Operations Officer,2025-11-06,True
1235,Sipho,Radebe,sipho.radebe1235@example.com,1,Customer Service,Support Agent,2021-06-24,True
1236,Tumelo,Ndlovu,tumelo.ndlovu1236@example.com,1,Customer Service,Customer Success Officer,2024-05-02,True
1237,Tumelo,Sithole,tumelo.sithole1237@example.com,1,Customer Service,Support Agent,2020-11-22,True
1238,Lwazi,Nkosi,lwazi.nkosi1238@example.com,1,Sales,Sales Consultant,2018-02-21,True
1239,Thabo,Mofokeng,thabo.mofokeng1239@example.com,1,Operations,Operations Officer,2021-08-21,True
1240,Nokuthula,Mkhize,nokuthula.mkhize1240@example.com,1,Finance,Accountant,2019-12-08,True
1241,Palesa,Mofokeng,palesa.mofokeng1241@example.com,1,Finance,Accountant,2020-12-10,True
1242,Keitumetse,Mokoena,keitumetse.mokoena1242@example.com,1,Finance,Finance Officer,2020-08-17,True
1243,Palesa,Mokoena,palesa.mokoena1243@example.com,1,Operations,Operations Officer,2022-07-03,True
1244,Lethabo,Modise,lethabo.modise1244@example.com,1,IT,Support Technician,2019-10-27,True
1245,Lwazi,Mahlangu,lwazi.mahlangu1245@example.com,1,Finance,Financial Analyst,2021-04-19,True
1246,Mpho,Mabena,mpho.mabena1246@example.com,1,Finance,Finance Officer,2018-12-13,True
1247,Sipho,Masango,sipho.masango1247@example.com,1,Sales,Business Development Officer,2021-01-26,True
1248,Tebogo,Mkhwanazi,tebogo.mkhwanazi1248@example.com,1,Customer Service,Support Agent,2021-11-01,True
1249,Andile,Mthethwa,andile.mthethwa1249@example.com,1,Operations,Team Leader,2024-05-09,True
1250,Lerato,Nkosi,lerato.nkosi1250@example.com,1,Sales,Account Executive,2023-02-21,True
1251,Lwazi,Maseko,lwazi.maseko1251@example.com,1,Finance,Accountant,2022-03-06,True
1252,Lesedi,Mabaso,lesedi.mabaso1252@example.com,1,IT,Software Developer,2019-01-04,True
1253,Nandi,Mabena,nandi.mabena1253@example.com,1,IT,Systems Administrator,2021-09-30,True
1254,Zanele,Mofokeng,zanele.mofokeng1254@example.com,1,HR,HR Officer,2019-12-12,True
1255,Lwazi,Mokoena,lwazi.mokoena1255@example.com,1,HR,HR Officer,2019-10-11,True
1256,Bongani,Mokoena,bongani.mokoena1256@example.com,1,Finance,Payroll Administrator,2019-11-28,True
1257,Nomsa,Dlamini,nomsa.dlamini1257@example.com,1,Operations,Coordinator,2021-08-13,True
1258,Tshepo,Mkhwanazi,tshepo.mkhwanazi1258@example.com,1,Customer Service,Support Agent,2024-06-22,True
1259,Katlego,Molefe,katlego.molefe1259@example.com,1,Sales,Account Executive,2021-02-16,True
1260,Neo,Mabunda,neo.mabunda1260@example.com,1,IT,Support Technician,2019-10-20,True
1261,Thabo,Khumalo,thabo.khumalo1261@example.com,1,Operations,Coordinator,2025-11-08,True
1262,Sibusiso,Nkosi,sibusiso.nkosi1262@example.com,1,IT,Software Developer,2022-12-25,True
1263,Sibusiso,Mokoena,sibusiso.mokoena1263@example.com,1,Finance,Accountant,2018-02-03,True
1264,Nomsa,Mkhize,nomsa.mkhize1264@example.com,1,Sales,Business Development Officer,2021-01-07,True
1265,Lwazi,Mthethwa,lwazi.mthethwa1265@example.com,1,HR,HR Administrator,2020-08-13,True
1266,Ayanda,Mhlongo,ayanda.mhlongo1266@example.com,1,IT,Support Technician,2024-01-05,True
